broad_cat,sub_cat1,link
Fruits & Vegetables,Fruits,https://shop.bigbazaar.com/catalog/category/Other-Fruits-1251
Fruits & Vegetables,Fruits,https://shop.bigbazaar.com/catalog/category/Apples-1245
Fruits & Vegetables,Fruits,https://shop.bigbazaar.com/catalog/category/Mangoes-1250
Fruits & Vegetables,Fruits,https://shop.bigbazaar.com/catalog/category/Melons-1246
Fruits & Vegetables,Fruits,https://shop.bigbazaar.com/catalog/category/Citrus-Fruits-1357
Fruits & Vegetables,Fruits,https://shop.bigbazaar.com/catalog/category/Kiwi-1248
Fruits & Vegetables,Fruits,https://shop.bigbazaar.com/catalog/category/Bananas-1249
Fruits & Vegetables,Fruits,https://shop.bigbazaar.com/catalog/category/Exotic-Fruits-1043
Fruits & Vegetables,Vegetables,https://shop.bigbazaar.com/catalog/category/Other-Vegetables-1261
Fruits & Vegetables,Vegetables,https://shop.bigbazaar.com/catalog/category/Green-Vegetables-1255
Fruits & Vegetables,Vegetables,"https://shop.bigbazaar.com/catalog/category/Onion,-Potato-&-Tomato-463"
Fruits & Vegetables,Vegetables,https://shop.bigbazaar.com/catalog/category/Leafy-Vegetables-455
Fruits & Vegetables,Vegetables,https://shop.bigbazaar.com/catalog/category/Exotic-Vegetables-1045
Fruits & Vegetables,Cuts and Sprouts,https://shop.bigbazaar.com/catalog/category/Sprouts-1268
Fruits & Vegetables,Cuts and Sprouts,https://shop.bigbazaar.com/catalog/category/Cut-Vegetables-1266
Fruits & Vegetables,Cuts and Sprouts,https://shop.bigbazaar.com/catalog/category/Exotic-1723
Fruits & Vegetables,Cuts and Sprouts,https://shop.bigbazaar.com/catalog/category/Processed-Vegetables-1724
"Bakery, Dairy & Frozen",Dairy,https://shop.bigbazaar.com/catalog/category/Butter--607
"Bakery, Dairy & Frozen",Dairy,https://shop.bigbazaar.com/catalog/category/Cheese-1400
"Bakery, Dairy & Frozen",Dairy,https://shop.bigbazaar.com/catalog/category/Milk-609
"Bakery, Dairy & Frozen",Dairy,https://shop.bigbazaar.com/catalog/category/Other-Dairy-Products-605
"Bakery, Dairy & Frozen",Dairy,https://shop.bigbazaar.com/catalog/category/Dahi-&-Yoghurt-603
"Bakery, Dairy & Frozen",Dairy,https://shop.bigbazaar.com/catalog/category/Paneer-&-Tofu-601
"Bakery, Dairy & Frozen",Dairy,https://shop.bigbazaar.com/catalog/category/Dairy-Based-Drinks-599
"Bakery, Dairy & Frozen",Dairy,https://shop.bigbazaar.com/catalog/category/Milk-Substitutes-595
"Bakery, Dairy & Frozen",Dairy,https://shop.bigbazaar.com/catalog/category/Ice-Creams-&-Frozen-Desserts-1014
"Bakery, Dairy & Frozen",Frozen Foods,https://shop.bigbazaar.com/catalog/category/Frozen-Fruits-&-Vegetables-1361
"Bakery, Dairy & Frozen",Frozen Foods,https://shop.bigbazaar.com/catalog/category/French-Fries-1360
"Bakery, Dairy & Frozen",Frozen Foods,https://shop.bigbazaar.com/catalog/category/Frozen-Veg-Snacks-1359
"Bakery, Dairy & Frozen",Bread & Bakery,https://shop.bigbazaar.com/catalog/category/Bread-Sticks-&-Lavash-1700
"Bakery, Dairy & Frozen",Bread & Bakery,https://shop.bigbazaar.com/catalog/category/Fresh-Cookies-1699
"Bakery, Dairy & Frozen",Bread & Bakery,https://shop.bigbazaar.com/catalog/category/Cupcakes-&-Brownies-1669
"Bakery, Dairy & Frozen",Bread & Bakery,https://shop.bigbazaar.com/catalog/category/Flat-Bread-1668
"Bakery, Dairy & Frozen",Bread & Bakery,https://shop.bigbazaar.com/catalog/category/Fresh-Breads-591
"Bakery, Dairy & Frozen",Bread & Bakery,https://shop.bigbazaar.com/catalog/category/Speciality-Breads-589
"Bakery, Dairy & Frozen",Bread & Bakery,https://shop.bigbazaar.com/catalog/category/Buns-&-Rolls-587
"Bakery, Dairy & Frozen",Bread & Bakery,https://shop.bigbazaar.com/catalog/category/Tea-Cakes-&-Muffins-585
"Bakery, Dairy & Frozen",Bread & Bakery,https://shop.bigbazaar.com/catalog/category/Kharis-&-Toasts-583
"Eggs, Meats & Seafoods",Eggs,https://shop.bigbazaar.com/catalog/category/Eggs-321
"Eggs, Meats & Seafoods",Chicken,https://shop.bigbazaar.com/catalog/category/Frozen-Chicken-1598
"Eggs, Meats & Seafoods",Chicken,https://shop.bigbazaar.com/catalog/category/Fresh-Chicken-1596
"Eggs, Meats & Seafoods",Fish and Seafood,https://shop.bigbazaar.com/catalog/category/Frozen-&-Other-Sea-Food-1647
Staples,Oils & Ghee,https://shop.bigbazaar.com/catalog/category/Other-Cooking-Oils-1347
Staples,Oils & Ghee,https://shop.bigbazaar.com/catalog/category/Cow-Ghee-1343
Staples,Oils & Ghee,https://shop.bigbazaar.com/catalog/category/Coconut-Oil-1342
Staples,Oils & Ghee,https://shop.bigbazaar.com/catalog/category/Soybean-Oil-1056
Staples,Oils & Ghee,https://shop.bigbazaar.com/catalog/category/Sunflower-Oil-535
Staples,Oils & Ghee,https://shop.bigbazaar.com/catalog/category/Groundnut-Oil--533
Staples,Oils & Ghee,https://shop.bigbazaar.com/catalog/category/Mustard-Oil-531
Staples,Oils & Ghee,https://shop.bigbazaar.com/catalog/category/Olive-Oil-529
Staples,Oils & Ghee,https://shop.bigbazaar.com/catalog/category/Rice-Bran-Oil-527
Staples,Oils & Ghee,https://shop.bigbazaar.com/catalog/category/Desi-Ghee-525
Staples,Dals & Pulses,https://shop.bigbazaar.com/catalog/category/Toor-1315
Staples,Dals & Pulses,https://shop.bigbazaar.com/catalog/category/Other-Pulses-1335
Staples,Dals & Pulses,https://shop.bigbazaar.com/catalog/category/Peas-1332
Staples,Dals & Pulses,https://shop.bigbazaar.com/catalog/category/Chawli-1330
Staples,Dals & Pulses,https://shop.bigbazaar.com/catalog/category/Rajma-1328
Staples,Dals & Pulses,https://shop.bigbazaar.com/catalog/category/Kabuli-Chana-1324
Staples,Dals & Pulses,https://shop.bigbazaar.com/catalog/category/Masoor--1322
Staples,Dals & Pulses,https://shop.bigbazaar.com/catalog/category/Urad--1321
Staples,Dals & Pulses,https://shop.bigbazaar.com/catalog/category/Chana-1318
Staples,Dals & Pulses,https://shop.bigbazaar.com/catalog/category/Moong--1316
Staples,Rice,https://shop.bigbazaar.com/catalog/category/Hmt-Kolam-Rice-1298
Staples,Rice,https://shop.bigbazaar.com/catalog/category/Other-Regional-Rice-1296
Staples,Rice,https://shop.bigbazaar.com/catalog/category/Surti-Kolam-Rice-1294
Staples,Rice,https://shop.bigbazaar.com/catalog/category/Sona-Masoori-Rice-1293
Staples,Rice,https://shop.bigbazaar.com/catalog/category/Matta-Rice-1291
Staples,Rice,https://shop.bigbazaar.com/catalog/category/Idli-Rice-1285
Staples,Rice,https://shop.bigbazaar.com/catalog/category/Basmati-Rice-567
Staples,Rice,https://shop.bigbazaar.com/catalog/category/Brown-Rice-&-Exotic-Rice-565
Staples,Rice,https://shop.bigbazaar.com/catalog/category/Other-Boiled-Rice-563
Staples,Masalas & Spices,https://shop.bigbazaar.com/catalog/category/Whole-Spices-561
Staples,Masalas & Spices,https://shop.bigbazaar.com/catalog/category/Powdered-Spices-559
Staples,Masalas & Spices,https://shop.bigbazaar.com/catalog/category/Cooking-Pastes-&-Marinades-557
Staples,Masalas & Spices,https://shop.bigbazaar.com/catalog/category/Blended-Masala-555
Staples,Masalas & Spices,https://shop.bigbazaar.com/catalog/category/Herbs-&-Seasoning-551
Staples,Dry Fruits & Nuts,https://shop.bigbazaar.com/catalog/category/Pistachio-1292
Staples,Dry Fruits & Nuts,https://shop.bigbazaar.com/catalog/category/Apricots-1290
Staples,Dry Fruits & Nuts,https://shop.bigbazaar.com/catalog/category/Dates-1288
Staples,Dry Fruits & Nuts,https://shop.bigbazaar.com/catalog/category/Cashews-1286
Staples,Dry Fruits & Nuts,https://shop.bigbazaar.com/catalog/category/Almonds-523
Staples,Dry Fruits & Nuts,https://shop.bigbazaar.com/catalog/category/Raisins-521
Staples,Dry Fruits & Nuts,https://shop.bigbazaar.com/catalog/category/Other-Dry-Fruits-517
Staples,Atta & Flours,https://shop.bigbazaar.com/catalog/category/Rava-&-Suji-1281
Staples,Atta & Flours,https://shop.bigbazaar.com/catalog/category/Multigrain-Atta-1280
Staples,Atta & Flours,https://shop.bigbazaar.com/catalog/category/Maida-1002
Staples,Atta & Flours,https://shop.bigbazaar.com/catalog/category/Wheat-Atta-489
Staples,Atta & Flours,https://shop.bigbazaar.com/catalog/category/Besan-493
Staples,Atta & Flours,https://shop.bigbazaar.com/catalog/category/Rice-Flours-487
Staples,Atta & Flours,https://shop.bigbazaar.com/catalog/category/Health-&-Other-Flours-483
Staples,"Salt, Sugar and Sweeteners",https://shop.bigbazaar.com/catalog/category/Sweetners-1349
Staples,"Salt, Sugar and Sweeteners",https://shop.bigbazaar.com/catalog/category/Salt-575
Staples,"Salt, Sugar and Sweeteners",https://shop.bigbazaar.com/catalog/category/Jaggery-573
Staples,"Salt, Sugar and Sweeteners",https://shop.bigbazaar.com/catalog/category/Sugar-571
Staples,Other Cereals,https://shop.bigbazaar.com/catalog/category/Wheat-1633
Staples,Other Cereals,https://shop.bigbazaar.com/catalog/category/Murmura-1314
Staples,Other Cereals,https://shop.bigbazaar.com/catalog/category/Daliya-1313
Staples,Other Cereals,https://shop.bigbazaar.com/catalog/category/Poha-1310
Staples,Other Cereals,https://shop.bigbazaar.com/catalog/category/Millets-1309
Staples,Other Cereals,https://shop.bigbazaar.com/catalog/category/Futana-1308
Staples,Other Cereals,https://shop.bigbazaar.com/catalog/category/Soya-Chunks-1307
Staples,Other Cereals,https://shop.bigbazaar.com/catalog/category/Makhana-1306
Staples,Other Cereals,https://shop.bigbazaar.com/catalog/category/Groundnut-1305
Staples,Organic Staples,https://shop.bigbazaar.com/catalog/category/Dried-Fruits-&-Nuts-1456
Staples,Organic Staples,"https://shop.bigbazaar.com/catalog/category/Salt,-Sugar-and-Sweeteners-1354"
Staples,Organic Staples,https://shop.bigbazaar.com/catalog/category/Masalas-&-Spices-1352
Staples,Organic Staples,https://shop.bigbazaar.com/catalog/category/Other-Cereals-1350
Staples,Organic Staples,https://shop.bigbazaar.com/catalog/category/Dal-&-Pulses-1319
Staples,Organic Staples,https://shop.bigbazaar.com/catalog/category/Rice-1312
Staples,Organic Staples,https://shop.bigbazaar.com/catalog/category/Atta-&-Flours-1295
Packaged Food,,https://shop.bigbazaar.com/catalog/category/Fresh-Dips-1698
Packaged Food,"Biscuits,Cookies & Bakery",https://shop.bigbazaar.com/catalog/category/Wafer-Biscuit-1386
Packaged Food,"Biscuits,Cookies & Bakery",https://shop.bigbazaar.com/catalog/category/Choco-Pie-1385
Packaged Food,"Biscuits,Cookies & Bakery",https://shop.bigbazaar.com/catalog/category/Marie-1384
Packaged Food,"Biscuits,Cookies & Bakery",https://shop.bigbazaar.com/catalog/category/Salted-Biscuits-1383
Packaged Food,"Biscuits,Cookies & Bakery",https://shop.bigbazaar.com/catalog/category/Plain-Biscuits-1378
Packaged Food,"Biscuits,Cookies & Bakery",https://shop.bigbazaar.com/catalog/category/Digestive-Biscuits-1382
Packaged Food,"Biscuits,Cookies & Bakery",https://shop.bigbazaar.com/catalog/category/Centerfilled-Biscuit-1381
Packaged Food,"Biscuits,Cookies & Bakery",https://shop.bigbazaar.com/catalog/category/Cream-BiscuIts-1377
Packaged Food,"Biscuits,Cookies & Bakery",https://shop.bigbazaar.com/catalog/category/Cookies-1376
Packaged Food,"Biscuits,Cookies & Bakery",https://shop.bigbazaar.com/catalog/category/Kharis-&-Rusk-1375
Packaged Food,"Pasta, Noodles & Vermicelli",https://shop.bigbazaar.com/catalog/category/Vermicelli-1403
Packaged Food,"Pasta, Noodles & Vermicelli",https://shop.bigbazaar.com/catalog/category/Cooking-Pasta-1402
Packaged Food,"Pasta, Noodles & Vermicelli",https://shop.bigbazaar.com/catalog/category/Chinese-Noodles-1401
Packaged Food,"Pasta, Noodles & Vermicelli",https://shop.bigbazaar.com/catalog/category/Instant-Pasta-1390
Packaged Food,"Pasta, Noodles & Vermicelli",https://shop.bigbazaar.com/catalog/category/Instant-Noodles-1389
Packaged Food,Pickles & Papads,https://shop.bigbazaar.com/catalog/category/Papads-&-Fryums-1421
Packaged Food,Pickles & Papads,https://shop.bigbazaar.com/catalog/category/Pickles-1420
Packaged Food,Infant & baby food,https://shop.bigbazaar.com/catalog/category/Baby-Cereal-1423
Packaged Food,Infant & baby food,https://shop.bigbazaar.com/catalog/category/Infant-Formula-1422
Packaged Food,Sauces Jams & Spreads,https://shop.bigbazaar.com/catalog/category/Vinegar-1419
Packaged Food,Sauces Jams & Spreads,https://shop.bigbazaar.com/catalog/category/Salad-Dressing-&-Dip-1418
Packaged Food,Sauces Jams & Spreads,https://shop.bigbazaar.com/catalog/category/Ketchup-&-Sauce-1417
Packaged Food,Sauces Jams & Spreads,https://shop.bigbazaar.com/catalog/category/Spreads-1415
Packaged Food,Sauces Jams & Spreads,https://shop.bigbazaar.com/catalog/category/Mayonnaise-1408
Packaged Food,Sauces Jams & Spreads,https://shop.bigbazaar.com/catalog/category/Jams-1407
Packaged Food,Wafers & Namkeens,https://shop.bigbazaar.com/catalog/category/Other-Snacks-1388
Packaged Food,Wafers & Namkeens,https://shop.bigbazaar.com/catalog/category/Corn-Based-Chips-1387
Packaged Food,Wafers & Namkeens,https://shop.bigbazaar.com/catalog/category/Potato-Based-Chips-691
Packaged Food,Wafers & Namkeens,https://shop.bigbazaar.com/catalog/category/Namkeen-689
Packaged Food,Wafers & Namkeens,https://shop.bigbazaar.com/catalog/category/Popcorn-685
Packaged Food,,https://shop.bigbazaar.com/catalog/category/Noodles-363
Packaged Food,Ready to Cook & Eat,https://shop.bigbazaar.com/catalog/category/Dessert-&-Cake-Mixes-1392
Packaged Food,Ready to Cook & Eat,https://shop.bigbazaar.com/catalog/category/Baking-Needs-1391
Packaged Food,Ready to Cook & Eat,https://shop.bigbazaar.com/catalog/category/Heat-&-Eat-Meals-683
Packaged Food,Ready to Cook & Eat,https://shop.bigbazaar.com/catalog/category/Instant-Mixes-681
Packaged Food,Ready to Cook & Eat,https://shop.bigbazaar.com/catalog/category/Soups-679
Packaged Food,Ready to Cook & Eat,https://shop.bigbazaar.com/catalog/category/Canned-Foods-367
Packaged Food,Breakfast Cereals,https://shop.bigbazaar.com/catalog/category/Corn-Based-Flakes-653
Packaged Food,Breakfast Cereals,https://shop.bigbazaar.com/catalog/category/Oats-651
Packaged Food,Breakfast Cereals,https://shop.bigbazaar.com/catalog/category/Muesli-647
Packaged Food,Health Foods,https://shop.bigbazaar.com/catalog/category/Chyawanprash-&-Other-Ayurvedic-Products-1395
Packaged Food,Health Foods,https://shop.bigbazaar.com/catalog/category/Honey-1394
Packaged Food,Health Foods,https://shop.bigbazaar.com/catalog/category/Nutrition-Bars-&-Fruits-1393
Packaged Food,Chocolates and Sweets,https://shop.bigbazaar.com/catalog/category/Chocolates-663
Packaged Food,Chocolates and Sweets,https://shop.bigbazaar.com/catalog/category/Toffee-&-Eclairs-661
Packaged Food,Chocolates and Sweets,https://shop.bigbazaar.com/catalog/category/Gums-&-Mints-659
Packaged Food,Chocolates and Sweets,https://shop.bigbazaar.com/catalog/category/Candies-&-Lollypops-657
Packaged Food,Chocolates and Sweets,https://shop.bigbazaar.com/catalog/category/Sweets-&-Chikkis-655
Packaged Food,Baking & Dessert Needs,https://shop.bigbazaar.com/catalog/category/Dessert-&-Cake-Mixes-643
HOME SPL Category,,https://shop.bigbazaar.com/catalog/category/Dotd-Super-Price-893
HOME SPL Category,,https://shop.bigbazaar.com/catalog/category/Super-Deal-1631
HOME SPL Category,,https://shop.bigbazaar.com/catalog/category/Cut-n-chop-range-1161
HOME SPL Category,,https://shop.bigbazaar.com/catalog/category/Kitchen-needs-under-199-1549
HOME SPL Category,,https://shop.bigbazaar.com/catalog/category/Home-Needs-under-99-1463
HOME SPL Category,,https://shop.bigbazaar.com/catalog/category/Cook-&-Serve-1649
Festive Store,,https://shop.bigbazaar.com/catalog/category/Fruits-1221
Festive Store,,https://shop.bigbazaar.com/catalog/category/Chocolate-1095
Festive Store,,https://shop.bigbazaar.com/catalog/category/Ghee-1738
Festive Store,,https://shop.bigbazaar.com/catalog/category/Dry-fruits-1219
Festive Store,Upwas foods,https://shop.bigbazaar.com/catalog/category/Upwas-snacks-1740
Festive Store,Upwas foods,https://shop.bigbazaar.com/catalog/category/Upwas-Staples-1741
Festive Store,Upwas foods,https://shop.bigbazaar.com/catalog/category/Jaggery-Sugar-&-Salt-1742
Festive Store,Upwas foods,https://shop.bigbazaar.com/catalog/category/Upwas-Vegetables-1743
Festive Store,Upwas foods,https://shop.bigbazaar.com/catalog/category/Puja-bhog-1189
Festive Store,Upwas foods,https://shop.bigbazaar.com/catalog/category/Sweets-1186
Festive Store,Upwas foods,https://shop.bigbazaar.com/catalog/category/Milk-and-Curd-1070
Festive Store,Upwas foods,https://shop.bigbazaar.com/catalog/category/Puja-Needs-1238
Festive Store,Upwas foods,https://shop.bigbazaar.com/catalog/category/Home-&-Leisure-1689
Personal Care,Baby Care,https://shop.bigbazaar.com/catalog/category/Bath-&-Skin-1428
Personal Care,Baby Care,https://shop.bigbazaar.com/catalog/category/Diapers-&-Wipes-1427
Personal Care,"Soaps, Body & Handwash",https://shop.bigbazaar.com/catalog/category/Soaps-699
Personal Care,"Soaps, Body & Handwash",https://shop.bigbazaar.com/catalog/category/Handwash-&-Hand-Sanitizer-695
Personal Care,"Soaps, Body & Handwash",https://shop.bigbazaar.com/catalog/category/Bath-Accessories-1059
Personal Care,Hair Care,https://shop.bigbazaar.com/catalog/category/Hair-Accessories-1722
Personal Care,Hair Care,https://shop.bigbazaar.com/catalog/category/Hair-Brushes-&-Combs-1721
Personal Care,Hair Care,https://shop.bigbazaar.com/catalog/category/Shampoo-&-Conditioners-707
Personal Care,Hair Care,https://shop.bigbazaar.com/catalog/category/Hair-Oil-705
Personal Care,Hair Care,https://shop.bigbazaar.com/catalog/category/Hair-Colours-&-Dyes-703
Personal Care,Hair Care,https://shop.bigbazaar.com/catalog/category/Styling-Products-701
Personal Care,"Deos, Perfumes and Talcs",https://shop.bigbazaar.com/catalog/category/Deos-and-Mists-739
Personal Care,Oral Care,https://shop.bigbazaar.com/catalog/category/Toothbrush-763
Personal Care,Oral Care,https://shop.bigbazaar.com/catalog/category/Toothpaste-&-Tooth-Powder-761
Personal Care,Oral Care,https://shop.bigbazaar.com/catalog/category/Mouthwash-759
Personal Care,Oral Care,https://shop.bigbazaar.com/catalog/category/Dental-Aids-and-Floss-757
Personal Care,Fem Sanitary Needs,"https://shop.bigbazaar.com/catalog/category/Sanitary-Pads,-Liners-&-Tampons-769"
Personal Care,Fem Sanitary Needs,https://shop.bigbazaar.com/catalog/category/Hygiene-Wash-765
Personal Care,Shaving Needs,"https://shop.bigbazaar.com/catalog/category/Shaving-Creams,-Foams-and-Gels-777"
Personal Care,Shaving Needs,https://shop.bigbazaar.com/catalog/category/Shaving-Blades-and-Razors-775
Personal Care,Shaving Needs,https://shop.bigbazaar.com/catalog/category/Shaving-Kits-773
Personal Care,Shaving Needs,https://shop.bigbazaar.com/catalog/category/After-Shave-771
Personal Care,Medicare Products,https://shop.bigbazaar.com/catalog/category/Wound-Care-785
Personal Care,Medicare Products,https://shop.bigbazaar.com/catalog/category/Pain-Relievers-783
Personal Care,Medicare Products,https://shop.bigbazaar.com/catalog/category/Others-781
Personal Care,Medicare Products,https://shop.bigbazaar.com/catalog/category/Sexual-Wellness-779
Beverages,,https://shop.bigbazaar.com/catalog/category/Coffee-1363
Beverages,Tea,https://shop.bigbazaar.com/catalog/category/Tea-Bags-1365
Beverages,Tea,https://shop.bigbazaar.com/catalog/category/Green-Tea-1364
Beverages,Tea,https://shop.bigbazaar.com/catalog/category/Tea-613
Beverages,Soft Drinks & Juices,https://shop.bigbazaar.com/catalog/category/Energy-Drinks-1368
Beverages,Soft Drinks & Juices,https://shop.bigbazaar.com/catalog/category/Water-&-Soda-1367
Beverages,Soft Drinks & Juices,https://shop.bigbazaar.com/catalog/category/Soft-Drinks-1366
Beverages,Soft Drinks & Juices,https://shop.bigbazaar.com/catalog/category/Fruit-Juices-621
Beverages,Soft Drinks & Juices,https://shop.bigbazaar.com/catalog/category/Fruit-Drinks-615
Beverages,Syrups & Concentrates,https://shop.bigbazaar.com/catalog/category/Powder-Concentrates-1371
Beverages,Syrups & Concentrates,https://shop.bigbazaar.com/catalog/category/Squashes-and-Syrups-1370
Beverages,Health Drinks,https://shop.bigbazaar.com/catalog/category/Toddler-Nutrition-1374
Beverages,Health Drinks,https://shop.bigbazaar.com/catalog/category/Child-Nutrition-1373
Beverages,Health Drinks,https://shop.bigbazaar.com/catalog/category/Adult-Nutrition-1372
Men,,"https://shop.bigbazaar.com/catalog/category/Tees,-Polos-&-Sweatshirts-1129"
Men,,https://shop.bigbazaar.com/catalog/category/Shirts-1128
Men,,https://shop.bigbazaar.com/catalog/category/Jackets-&-Blazers-1127
Men,,https://shop.bigbazaar.com/catalog/category/Denims-1126
Men,,https://shop.bigbazaar.com/catalog/category/Trousers-&-Chinos-1125
Men,,https://shop.bigbazaar.com/catalog/category/Shorts-1124
Men,,"https://shop.bigbazaar.com/catalog/category/Ethnic-Kurtas,-Shirts-&-Jackets-1123"
Men,,https://shop.bigbazaar.com/catalog/category/Ethnic-Sets-&-Pyjamas-1122
Men,,https://shop.bigbazaar.com/catalog/category/Sportswear-1121
Men,,https://shop.bigbazaar.com/catalog/category/Innerwear-&-Sleepwear-1120
Men,,https://shop.bigbazaar.com/catalog/category/Bags-&-Accessories-1118
Women,,https://shop.bigbazaar.com/catalog/category/Kurtas-and-Kurtis-1104
Women,,"https://shop.bigbazaar.com/catalog/category/Tops,-Tees-&-Shirts-1117"
Women,,https://shop.bigbazaar.com/catalog/category/Kurta-Sets-&-Dupattas-1116
Women,,https://shop.bigbazaar.com/catalog/category/Palazzos-&-Pants-1115
Women,,https://shop.bigbazaar.com/catalog/category/Leggings-&-Salwars-1114
Women,,https://shop.bigbazaar.com/catalog/category/Skirts-1113
Women,,https://shop.bigbazaar.com/catalog/category/Jackets-&-Shrugs-1112
Women,,https://shop.bigbazaar.com/catalog/category/Dresses-&-Dungarees-1111
Women,,https://shop.bigbazaar.com/catalog/category/Denims-and-Jeggings-1110
Women,,https://shop.bigbazaar.com/catalog/category/Sweatshirts-1109
Women,,https://shop.bigbazaar.com/catalog/category/Shorts-1108
Women,,https://shop.bigbazaar.com/catalog/category/Sportswear-1107
Women,,https://shop.bigbazaar.com/catalog/category/Sleepwear-1106
Women,,https://shop.bigbazaar.com/catalog/category/Bags-&-Accessories-1105
Kids,,https://shop.bigbazaar.com/catalog/category/Kids-Accessories-1236
Kids,,https://shop.bigbazaar.com/catalog/category/Girls-Co-Ords-1208
Kids,,https://shop.bigbazaar.com/catalog/category/Girls-Ethnicwear-1207
Kids,,"https://shop.bigbazaar.com/catalog/category/Boys-Shirts,-Tshirts-&-Jackets-1142"
Kids,,https://shop.bigbazaar.com/catalog/category/Boys-Co-Ords-1141
